"conscientizacao_ID","Escolaridade(chefe_familia)","Recebe_Info_Energia","Interesse_Info_Energia","Compra_Produtos_Economicos","Evita_Banho_Demorado","Regula_Temp_Geladeira","Evita_Acender_Luz_Dia"
1712,Superior completo,Sim,"",Raramente,"",Normalmente,Sempre
1713,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,Sempre,Raramente
1714,Fundamental completo/Médio incompleto,Não,Não,Raramente,Raramente,Normalmente,Normalmente
1715,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,"",Normalmente,Raramente
1716,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Raramente,Normalmente,Normalmente
1717,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Raramente,Normalmente,Normalmente,Normalmente
1718,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Raramente,Normalmente,Raramente
1719,Analfabeto / Fundamental I incompleto,Não,Sim,Normalmente,Sempre,Raramente,Sempre
1720,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Normalmente,Sempre
1721,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Raramente,Sempre
1722,Fundamental completo/Médio incompleto,Não,Não,Normalmente,NÃO SE APLICA,Nunca,Nunca
1723,Médio completo/Superior incompleto,Não,Não,Normalmente,Normalmente,Sempre,Nunca
1724,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Nunca,Raramente,Normalmente
1725,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",NÃO SE APLICA,Normalmente
1726,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",Normalmente,Raramente
1727,Fundamental completo/Médio incompleto,Não,Não,Sempre,Raramente,Normalmente,Nunca
1728,Superior completo,Não,Não sabe/não responde,Normalmente,"",Normalmente,Normalmente
1729,Superior completo,Não sabe/não responde,Não sabe/não responde,Normalmente,"",NÃO SE APLICA,Raramente
1730,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",Normalmente,Raramente
1731,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Raramente,Sempre,Sempre
1732,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,"",Sempre,NÃO SE APLICA
1733,Superior completo,Não,Não,Sempre,"",Nunca,Normalmente
1734,Superior completo,Não sabe/não responde,Não sabe/não responde,Normalmente,"",NÃO SE APLICA,Normalmente
1735,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Sempre,Normalmente,Normalmente
1736,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,Normalmente,Sempre,Sempre
1737,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Raramente,Normalmente
1738,Médio completo/Superior incompleto,Não,Sim,Nunca,Normalmente,Normalmente,Normalmente
1739,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,Normalmente,Normalmente,Normalmente
1740,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Sempre,Nunca,Nunca
1741,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,Normalmente,Normalmente,Sempre
1742,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Sempre,Normalmente
1743,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Sempre,Raramente
1744,Superior completo,Não,Sim,Raramente,"",Raramente,Normalmente
1745,Superior completo,Não,Sim,Normalmente,Normalmente,Normalmente,Raramente
1746,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",Normalmente,Normalmente
1747,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,"",Sempre,Normalmente
1748,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",Sempre,Normalmente
1749,Fundamental completo/Médio incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",Normalmente,Raramente
1750,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,"",NÃO SE APLICA,Raramente
1751,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",NÃO SE APLICA,Normalmente
1752,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,NÃO SE APLICA,Nunca,Sempre
1753,Fundamental completo/Médio incompleto,Sim,"",Nunca,Sempre,Nunca,Sempre
1754,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Nunca,Nunca,Nunca
1755,Superior completo,Não,Sim,Sempre,Nunca,Raramente,Sempre
1756,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Sempre,Nunca,Sempre
1757,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,Normalmente,Sempre,Sempre
1758,Superior completo,Não,Sim,Sempre,Sempre,Sempre,Raramente
1759,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Normalmente,Normalmente,Raramente,Sempre
1760,Superior completo,Não,Sim,Sempre,Sempre,Normalmente,Raramente
1761,Superior completo,Não,Sim,Sempre,Nunca,Raramente,Normalmente
1762,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Raramente,Normalmente,Raramente
1763,Superior completo,Não,Sim,Normalmente,Normalmente,Sempre,Raramente
1764,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Normalmente,Sempre
1765,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,"",NÃO SE APLICA,Normalmente
1766,Superior completo,Sim,"",Sempre,Normalmente,Sempre,Raramente
1767,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Nunca,Sempre
1768,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Sempre,NÃO SE APLICA,Sempre,Sempre
1769,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Nunca,"",Nunca,Normalmente
1770,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Sempre,Raramente,Sempre
1771,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Raramente,Sempre,Normalmente
1772,Superior completo,Não sabe/não responde,Sim,Sempre,Normalmente,Normalmente,Sempre
1773,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Sempre,Normalmente
1774,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Normalmente,Normalmente,Sempre
1775,Superior completo,Não,Não,Sempre,Sempre,Normalmente,Normalmente
1776,Superior completo,Não,Não,Normalmente,Normalmente,Raramente,Normalmente
1777,Médio completo/Superior incompleto,Não,Sim,Raramente,NÃO SE APLICA,Raramente,Normalmente
1778,Fundamental completo/Médio incompleto,Não,Não,Sempre,Normalmente,Raramente,Normalmente
1779,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,"",Sempre,Normalmente
1780,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,"",Sempre,Normalmente
1781,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Normalmente,"",Sempre,Normalmente
1782,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Raramente,Sempre,Normalmente
1783,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,Raramente,Normalmente,Raramente
1784,Médio completo/Superior incompleto,Sim,"",Normalmente,Normalmente,Sempre,Raramente
1785,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Sempre,Sempre
1786,Médio completo/Superior incompleto,Não sabe/não responde,Não,Sempre,Normalmente,Normalmente,Normalmente
1787,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Nunca,Normalmente,Normalmente
1788,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,Sempre,Normalmente,Sempre
1789,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não,Sempre,Nunca,Nunca,Nunca
1790,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Sempre,Sempre,NÃO SE APLICA
1791,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,Raramente,Raramente,Normalmente
1792,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Raramente,Sempre,Sempre
1793,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Nunca,Raramente,Sempre
1794,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Nunca,Sempre,Normalmente
1795,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Sempre
1796,Médio completo/Superior incompleto,Sim,"",Raramente,Raramente,Normalmente,Normalmente
1797,Superior completo,Não,Sim,NÃO SE APLICA,Sempre,Sempre,Sempre
1798,Médio completo/Superior incompleto,Não,Não,Raramente,Normalmente,Sempre,Sempre
1799,Médio completo/Superior incompleto,Não,Não,Raramente,Normalmente,Normalmente,Normalmente
1800,Médio completo/Superior incompleto,Não,Não,Raramente,Sempre,Raramente,Nunca
1801,Superior completo,Não,Não sabe/não responde,Raramente,Raramente,Raramente,Sempre
1802,Superior completo,Sim,"",Sempre,Sempre,NÃO SE APLICA,Sempre
1803,Superior completo,Não,Sim,Sempre,Sempre,Raramente,Normalmente
1804,Analfabeto / Fundamental I incompleto,Não,Sim,Nunca,"",Sempre,Normalmente
1805,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Nunca,NÃO SE APLICA,Nunca,NÃO SE APLICA
1806,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,NÃO SE APLICA,Normalmente,Sempre
1807,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Sempre,Raramente,Raramente
1808,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,NÃO SE APLICA,Normalmente
1809,Superior completo,Sim,"",Sempre,Sempre,Sempre,Nunca
1810,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Normalmente,Sempre,Raramente
1811,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Normalmente,Normalmente,Sempre,Normalmente
1812,Fundamental completo/Médio incompleto,Sim,"",Raramente,Normalmente,Normalmente,Normalmente
1813,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,Raramente,Normalmente,Raramente
1814,Médio completo/Superior incompleto,Não sabe/não responde,Não,Sempre,Normalmente,Raramente,Sempre
1815,Médio completo/Superior incompleto,Não,Não,Raramente,Raramente,Sempre,Raramente
1816,Médio completo/Superior incompleto,Não,Não,Raramente,Normalmente,Sempre,Raramente
1817,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Normalmente,Sempre,Normalmente
1818,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Raramente,Raramente,Sempre
1819,Fundamental completo/Médio incompleto,Não,Sim,Sempre,NÃO SE APLICA,Sempre,Sempre
1820,Superior completo,Não,Não,Sempre,Sempre,Sempre,NÃO SE APLICA
1821,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Sempre,Nunca
1822,Fundamental completo/Médio incompleto,Não,Não,Raramente,Raramente,Raramente,Sempre
1823,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Normalmente,Nunca,Normalmente
1824,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Normalmente,Raramente,Sempre
1825,Médio completo/Superior incompleto,Sim,"",Normalmente,Raramente,Nunca,Sempre
1826,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Normalmente,Raramente,Nunca
1827,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Sempre,Nunca,Raramente,Raramente
1828,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Normalmente,Raramente,Raramente,Raramente
1829,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Normalmente,Sempre,Sempre,Raramente
1830,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Normalmente,Raramente,Sempre
1831,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,Raramente,Normalmente,NÃO SE APLICA
1832,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Normalmente,Normalmente,Normalmente
1833,Fundamental I completo / Fundamental II incompleto,Sim,"",Nunca,Sempre,Sempre,Sempre
1834,Superior completo,Não,Não sabe/não responde,Sempre,Normalmente,Raramente,Normalmente
1835,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Normalmente,Raramente,Raramente
1836,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Normalmente,Raramente,Sempre
1837,Superior completo,Não,Não,Raramente,Normalmente,Sempre,Sempre
1838,Superior completo,Não,Não,Normalmente,Normalmente,Normalmente,Sempre
1839,Médio completo/Superior incompleto,Sim,"",Raramente,Raramente,Raramente,Sempre
1840,Médio completo/Superior incompleto,Sim,"",Sempre,Raramente,Sempre,NÃO SE APLICA
1841,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,Normalmente,Raramente,Sempre
1842,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Raramente,Normalmente,Sempre
1843,Fundamental completo/Médio incompleto,Não,Não,Raramente,Normalmente,Raramente,Sempre
1844,Fundamental completo/Médio incompleto,Não,Não,Sempre,NÃO SE APLICA,Sempre,Sempre
1845,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,Normalmente,Normalmente,Raramente
1846,Superior completo,Não sabe/não responde,Não,Raramente,Normalmente,Sempre,Raramente
1847,Superior completo,Não sabe/não responde,Não,Normalmente,Normalmente,Normalmente,Sempre
1848,Superior completo,Não,Sim,Sempre,Normalmente,Normalmente,Raramente
1849,Médio completo/Superior incompleto,Não,Não,Nunca,Normalmente,Sempre,Normalmente
1850,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,Raramente,Sempre,Sempre
1851,Fundamental completo/Médio incompleto,Não,Não,Raramente,Sempre,NÃO SE APLICA,Sempre
1852,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Raramente,Sempre,Normalmente
1853,Médio completo/Superior incompleto,Não,Sim,Raramente,Raramente,Raramente,Sempre
1854,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Raramente,Sempre,Sempre
1855,Médio completo/Superior incompleto,Não,Não,Sempre,Sempre,Normalmente,Normalmente
1856,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,Normalmente,Normalmente,Normalmente
1857,Superior completo,Não,Não,Raramente,Raramente,Sempre,Raramente
1858,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Normalmente,Normalmente,Normalmente,Normalmente
1859,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Normalmente,Raramente,Normalmente,Raramente
1860,Médio completo/Superior incompleto,Não,Não,Normalmente,"",Sempre,Raramente
1861,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,Raramente,Normalmente,Normalmente
1862,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,Sempre,Nunca,Sempre
1863,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Normalmente,Raramente,Sempre
1864,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,Normalmente,Raramente,Sempre
1865,Médio completo/Superior incompleto,Não,Sim,Raramente,Normalmente,Raramente,Sempre
1866,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Sempre,Sempre,Normalmente
1867,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Raramente,Normalmente,Sempre
1868,Médio completo/Superior incompleto,Não sabe/não responde,Não,Nunca,Normalmente,Sempre,Normalmente
1869,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Raramente,Raramente,Normalmente,Normalmente
1870,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,Raramente,Normalmente,Raramente
1871,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Normalmente,Raramente,Raramente
1872,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,Normalmente,Sempre,Raramente
1873,Médio completo/Superior incompleto,Sim,"",Nunca,"",Sempre,Sempre
1874,Fundamental completo/Médio incompleto,Não,Não,Sempre,Raramente,Normalmente,Raramente
1875,Fundamental completo/Médio incompleto,Não,Não,Raramente,Raramente,Raramente,Nunca
1876,Médio completo/Superior incompleto,Não,Não,Normalmente,Nunca,Nunca,Nunca
1877,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,Nunca,Raramente,Nunca
1878,Médio completo/Superior incompleto,Sim,"",Sempre,Raramente,Raramente,Nunca
1879,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,Nunca,Raramente,Raramente
1880,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,NÃO SE APLICA,Nunca,Nunca,NÃO SE APLICA
1881,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,Raramente,Normalmente,Normalmente
1882,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Raramente,Raramente,Sempre,Normalmente
1883,Médio completo/Superior incompleto,Sim,"",Normalmente,Raramente,Raramente,Normalmente
1884,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Raramente,Nunca,Sempre
1885,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,Raramente,Sempre,Sempre
1886,Médio completo/Superior incompleto,Não,Não,Normalmente,Sempre,Normalmente,Sempre
1887,Superior completo,Sim,"",Normalmente,NÃO SE APLICA,Raramente,Sempre
1888,Fundamental completo/Médio incompleto,Não,Não,Raramente,Normalmente,Normalmente,Sempre
1889,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Normalmente,Normalmente,Normalmente,Normalmente
1890,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Raramente,Nunca,Sempre
1891,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Raramente,Sempre,Raramente
1892,Superior completo,Sim,"",Normalmente,Normalmente,Raramente,Sempre
1893,Analfabeto / Fundamental I incompleto,Não,Não,Nunca,"",Raramente,Normalmente
1894,Fundamental completo/Médio incompleto,Sim,"",Sempre,Normalmente,Sempre,Raramente
1895,Superior completo,Não,Não,Raramente,Normalmente,Normalmente,Sempre
1896,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Sempre,NÃO SE APLICA,Normalmente
1897,Superior completo,Não,Sim,Normalmente,Sempre,Normalmente,Normalmente
1898,Fundamental completo/Médio incompleto,Sim,"",Raramente,Normalmente,Nunca,Sempre
1899,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Raramente,Raramente,Sempre
1900,Fundamental completo/Médio incompleto,Não,Sim,Nunca,Sempre,Sempre,Sempre
1901,Médio completo/Superior incompleto,Não,Não,Raramente,Normalmente,Normalmente,Raramente
1902,Médio completo/Superior incompleto,Não sabe/não responde,Não,Raramente,Raramente,Raramente,Raramente
1903,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Raramente,Raramente,Sempre,Raramente
1904,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Raramente,Normalmente,Nunca
1905,Médio completo/Superior incompleto,Não,Não,Normalmente,Raramente,Sempre,Normalmente
1906,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Normalmente,Normalmente,Raramente,Sempre
1907,Superior completo,Sim,"",Sempre,Normalmente,Nunca,Normalmente
1908,Médio completo/Superior incompleto,Não,Sim,Nunca,NÃO SE APLICA,Sempre,Sempre
1909,Superior completo,Sim,"",Normalmente,Sempre,Raramente,Sempre
1910,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Normalmente,Raramente,Sempre
1911,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Normalmente,Nunca,Normalmente
1912,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Sempre,Raramente
1913,Médio completo/Superior incompleto,Não,Sim,Raramente,Normalmente,Sempre,Normalmente
1914,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,Raramente,Normalmente,Sempre
1915,Superior completo,Não,Não sabe/não responde,Normalmente,Normalmente,Normalmente,Sempre
1916,Médio completo/Superior incompleto,Sim,"",Raramente,Sempre,Normalmente,Sempre
1917,Fundamental completo/Médio incompleto,Não,Não,Sempre,Normalmente,Sempre,Sempre
1918,Superior completo,Sim,"",Sempre,NÃO SE APLICA,NÃO SE APLICA,Sempre
1919,Fundamental completo/Médio incompleto,Sim,"",Raramente,Nunca,Sempre,Sempre
1920,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,Nunca,Raramente,Raramente
1921,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Raramente,Sempre,Raramente
1922,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,Raramente,Sempre,Raramente
1923,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Sempre,Sempre,Normalmente
1924,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Nunca,Raramente,Raramente
1925,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,Raramente,Normalmente,Raramente
1926,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Raramente,Nunca,Raramente,Nunca
1927,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,Raramente,Raramente,Raramente
1928,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,Nunca,Raramente,Raramente
1929,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,Raramente,Raramente,Raramente
1930,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Raramente,Normalmente,Raramente
1931,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Raramente,Normalmente,Raramente
1932,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não,Normalmente,Raramente,Sempre,Normalmente
1933,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,Raramente,Normalmente,Raramente
1934,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,Normalmente,Raramente,Raramente
1935,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,Raramente,Normalmente,Raramente
1936,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Raramente,Normalmente,Sempre
1937,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Sempre,Sempre,Nunca,Sempre
1938,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Normalmente,Normalmente,Sempre
1939,Fundamental completo/Médio incompleto,Sim,"",Raramente,Raramente,Normalmente,Normalmente
1940,Superior completo,Não,Não sabe/não responde,Sempre,Sempre,Normalmente,Normalmente
1941,Médio completo/Superior incompleto,Não,Não,Normalmente,Normalmente,Sempre,Raramente
1942,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Nunca,Normalmente,Raramente
1943,Superior completo,Não,Sim,Normalmente,Sempre,Normalmente,Sempre
1944,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Sempre,Sempre
1945,Superior completo,Não sabe/não responde,Sim,Sempre,Normalmente,Sempre,Normalmente
1946,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,Normalmente,Sempre,Sempre
1947,Superior completo,Não sabe/não responde,Sim,Sempre,Sempre,Raramente,Sempre
1948,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Sempre,Raramente,Sempre
1949,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Raramente,Sempre
1950,Superior completo,Não,Não,Sempre,Raramente,Sempre,Sempre
1951,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,NÃO SE APLICA,Sempre,Normalmente
1952,Superior completo,Não,Não,Sempre,NÃO SE APLICA,Sempre,Sempre
1953,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Sempre,Raramente,Normalmente
1954,Superior completo,Não,Sim,Normalmente,Raramente,Sempre,Normalmente
1955,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Nunca,Nunca,Sempre
1956,Fundamental completo/Médio incompleto,Sim,"",Raramente,Normalmente,Raramente,Sempre
1957,Superior completo,Não,Não,Raramente,Normalmente,Raramente,Sempre
1958,Médio completo/Superior incompleto,Sim,"",NÃO SE APLICA,Sempre,Sempre,Sempre
1959,Médio completo/Superior incompleto,Não,Não,Sempre,Normalmente,Sempre,Raramente
1960,Superior completo,Sim,"",Raramente,Normalmente,Sempre,Sempre
1961,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Sempre,Sempre,Nunca
1962,Analfabeto / Fundamental I incompleto,Não,Não,Normalmente,Sempre,Raramente,Normalmente
1963,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Raramente,Normalmente,Normalmente
1964,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Sempre,Raramente,Normalmente
1965,Fundamental completo/Médio incompleto,Sim,"",Sempre,NÃO SE APLICA,Raramente,Sempre
1966,Superior completo,Não,Sim,Sempre,Nunca,Normalmente,Sempre
1967,Médio completo/Superior incompleto,Não,Sim,Normalmente,Sempre,Normalmente,Raramente
1968,Superior completo,Não,Não,Normalmente,Normalmente,NÃO SE APLICA,Sempre
1969,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Sempre,Nunca,Sempre
1970,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Normalmente,Nunca,Sempre
1971,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Raramente,NÃO SE APLICA,Normalmente
1972,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Raramente,Nunca,Normalmente
1973,Superior completo,Não,Não,Raramente,Normalmente,Nunca,Normalmente
1974,Médio completo/Superior incompleto,Não,Não,Normalmente,Normalmente,Nunca,Normalmente
1975,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Raramente,Nunca,Normalmente
1976,Superior completo,Não sabe/não responde,Sim,Normalmente,Sempre,Normalmente,Normalmente
1977,Superior completo,Não sabe/não responde,Sim,Normalmente,Normalmente,Sempre,Normalmente
1978,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Sempre,Sempre,Normalmente
1979,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Sempre,NÃO SE APLICA,Sempre
1980,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,Sempre,Normalmente,Normalmente
1981,Médio completo/Superior incompleto,Sim,"",Normalmente,Sempre,Raramente,Raramente
1982,Superior completo,Sim,"",Raramente,"",Raramente,Normalmente
1983,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Normalmente,"",Raramente,Normalmente
1984,Superior completo,Não,Não,Normalmente,Sempre,Normalmente,Normalmente
1985,Médio completo/Superior incompleto,Não,Não,Normalmente,Sempre,NÃO SE APLICA,Normalmente
1986,Médio completo/Superior incompleto,Sim,"",Normalmente,Sempre,Raramente,Normalmente
1987,Médio completo/Superior incompleto,Sim,"",Raramente,Sempre,Normalmente,Normalmente
1988,Fundamental completo/Médio incompleto,Sim,"",Sempre,Raramente,Raramente,Normalmente
1989,Médio completo/Superior incompleto,Não,Não,Raramente,Normalmente,Raramente,Sempre
1990,Fundamental completo/Médio incompleto,Sim,"",Raramente,Normalmente,Raramente,Raramente
1991,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Normalmente,Nunca,Normalmente
1992,Superior completo,Não,Não,Normalmente,Normalmente,Nunca,Sempre
1993,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,Normalmente,Nunca,Raramente
1994,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Nunca,Normalmente
1995,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Nunca,Nunca,Sempre
1996,Fundamental completo/Médio incompleto,Sim,"",Normalmente,Raramente,Nunca,Sempre
1997,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,Normalmente,Nunca,Sempre
1998,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,Normalmente,Nunca,Raramente
